year,title,doc
1977,"INTERNATIONAL AIR SAFETY SEMINAR PROCEEDINGS, ANNUAL MEETING, 30TH: SAFETY NEEDS IN THE TERMINAL ENVIRONMENT, 1977.","<title>INTERNATIONAL AIR SAFETY SEMINAR PROCEEDINGS, ANNUAL MEETING, 30TH: SAFETY NEEDS IN THE TERMINAL ENVIRONMENT, 1977.</title>"
1977,Personality characteristics of pilot cadets with different marks in flying disciplines (Russian),<title>Personality characteristics of pilot cadets with different marks in flying disciplines (Russian)</title>
1977,Age and the aviator: developing a psychophysiological proficiency index for pilots,<title>Age and the aviator: developing a psychophysiological proficiency index for pilots</title>
1977,"Subjective stress assessment: a new, simple method to determine pilot workload","<title>Subjective stress assessment: a new, simple method to determine pilot workload</title>"
1976,Cross validation study of the personality aspects of involvement in pilot error accidents,<title>Cross validation study of the personality aspects of involvement in pilot error accidents</title>
1976,Medical flight support during the period of reeducation to a new aviation technology; Meditsinskoe obespechenie poletov v period pereuchivaniia na novuiu aviatsionnuiu tekhniku,<title>Medical flight support during the period of reeducation to a new aviation technology; Meditsinskoe obespechenie poletov v period pereuchivaniia na novuiu aviatsionnuiu tekhniku</title>
1976,An assessment of certain causal models used in surveys on aircraft noise annoyance,<title>An assessment of certain causal models used in surveys on aircraft noise annoyance</title>
1976,Place of the psychic factor in the causes of air accidents in general aviation; LA PLACE DU FACTEUR PSYCHIQUE DANS LES CAUSES DES ACCIDENTS AERIENS EN AVIATION GENERALE,<title>Place of the psychic factor in the causes of air accidents in general aviation; LA PLACE DU FACTEUR PSYCHIQUE DANS LES CAUSES DES ACCIDENTS AERIENS EN AVIATION GENERALE</title>
1976,Significance of nonverbal characteristics of speech signals to assess the psychophysiological state of a pilot (Russian),<title>Significance of nonverbal characteristics of speech signals to assess the psychophysiological state of a pilot (Russian)</title>
1976,Cross-validation study of the personality aspects of involvement in pilot-error accidents,<title>Cross-validation study of the personality aspects of involvement in pilot-error accidents</title>
1975,Role of physical training in the process of flight instruction; Rol' fizicheskoǐ podgotovki v protsesse letnogo obucheniia,<title>Role of physical training in the process of flight instruction; Rol' fizicheskoǐ podgotovki v protsesse letnogo obucheniia</title>
1975,Medical flying fitness--a routine affair--but who examines and assesses psychic health,<title>Medical flying fitness--a routine affair--but who examines and assesses psychic health</title>
1975,Psychophysiological principles of examination and assessment of pilots' fitness for flying duties (Russian),<title>Psychophysiological principles of examination and assessment of pilots' fitness for flying duties (Russian)</title>
1975,Territoriality and air space communities; TERRITORIALITE ET COMMUNAUTES AERONAUTIQUES,<title>Territoriality and air space communities; TERRITORIALITE ET COMMUNAUTES AERONAUTIQUES</title>
1975,Variability in the emotional reactions of aviators before flight; VARIABILITE DES REACTIONS EMOTIONNELLES CHEZ LES AVIATEURS AVANT LE VOL,<title>Variability in the emotional reactions of aviators before flight; VARIABILITE DES REACTIONS EMOTIONNELLES CHEZ LES AVIATEURS AVANT LE VOL</title>
1975,Factor Analysis of a New Multi-Dimensional Personality Questionnaire - A Check of the Factor Model in Comparison with Similar Methods.,<title>Factor Analysis of a New Multi-Dimensional Personality Questionnaire - A Check of the Factor Model in Comparison with Similar Methods.</title>
1975,Drug consumption as a reaction to environmental noise; Tablettenkonsum als Reaktion auf Lärm,<title>Drug consumption as a reaction to environmental noise; Tablettenkonsum als Reaktion auf Lärm</title>
1975,Relation between peer perception of leader behavior and instructor-pilot performance,<title>Relation between peer perception of leader behavior and instructor-pilot performance</title>
1975,Relationship between perceptual style and reactivity to motion,<title>Relationship between perceptual style and reactivity to motion</title>
1975,From the history of the Central Psychophysiological Laboratory of the Military Aviation Unit; Iz istorii Tsental'noǐ psikhofiziologicheskoǐ laboratorii VVS,<title>From the history of the Central Psychophysiological Laboratory of the Military Aviation Unit; Iz istorii Tsental'noǐ psikhofiziologicheskoǐ laboratorii VVS</title>
1975,Personality aspects of involvement in pilot error accidents,<title>Personality aspects of involvement in pilot error accidents</title>
1975,Performance of air specialists after prolonged exposure to loud noise; EFFICIENZA PSICOFISICA DOPO ESPOSIZIONE PROLUNGATA AD INTENSI RUMORI IN PERSONALE SPECIALISTA DELL'AERONAUTICA MILITARE,<title>Performance of air specialists after prolonged exposure to loud noise; EFFICIENZA PSICOFISICA DOPO ESPOSIZIONE PROLUNGATA AD INTENSI RUMORI IN PERSONALE SPECIALISTA DELL'AERONAUTICA MILITARE</title>
1975,Motion sickness questionnaire and field independence scores as predictors of success in naval aviation training,<title>Motion sickness questionnaire and field independence scores as predictors of success in naval aviation training</title>
1975,Reactions to sonic booms: A report of two studies and a general evaluation of startle effects,<title>Reactions to sonic booms: A report of two studies and a general evaluation of startle effects</title>
1975,"The stress seekers: a psychological study of sports parachutists, racing drivers, and football players","<title>The stress seekers: a psychological study of sports parachutists, racing drivers, and football players</title>"
1975,Medical flying fitness: a routine affair - but who examines and assesses psychic health?,<title>Medical flying fitness: a routine affair - but who examines and assesses psychic health?</title>
1975,Federal Aviation Administration's behavioral research program for defense against hijackings,<title>Federal Aviation Administration's behavioral research program for defense against hijackings</title>
1974,Importance of the psychic factor in the origins of flight accidents in general aviation; LA PLACE DU FACTEUR PSYCHIQUE DANS LES CAUSES DES ACCIDENTS AERIENS EN AVIATION GENERALE,<title>Importance of the psychic factor in the origins of flight accidents in general aviation; LA PLACE DU FACTEUR PSYCHIQUE DANS LES CAUSES DES ACCIDENTS AERIENS EN AVIATION GENERALE</title>
1974,Psychophysiologic features of the activity of military air transport personnel during low altitude flight (Russian),<title>Psychophysiologic features of the activity of military air transport personnel during low altitude flight (Russian)</title>
1974,Psychophysiologic aspects of retraining of flight personnel (Russian),<title>Psychophysiologic aspects of retraining of flight personnel (Russian)</title>
1974,Alpha index and the degree of anxiety of pilots (Polish),<title>Alpha index and the degree of anxiety of pilots (Polish)</title>
1974,The curious personality of a sportive parachutist convicted of thefts; LA CURIEUSE PERSONNALITE D'UN PARACHUTISTE SPORTIF AUTEUR DU DELIT DE VOL,<title>The curious personality of a sportive parachutist convicted of thefts; LA CURIEUSE PERSONNALITE D'UN PARACHUTISTE SPORTIF AUTEUR DU DELIT DE VOL</title>
1974,"Dynamics, diagnosis and disposition of two cases of skyjacking","<title>Dynamics, diagnosis and disposition of two cases of skyjacking</title>"
1974,Present concepts in psychological selection as illustrated by aircrew selection in the French Air Force; NOTIONS ACTUELLES SUR LA SELECTION PSYCHOLOGIQUE DU PERSONNEL NAVIGANT,<title>Present concepts in psychological selection as illustrated by aircrew selection in the French Air Force; NOTIONS ACTUELLES SUR LA SELECTION PSYCHOLOGIQUE DU PERSONNEL NAVIGANT</title>
1974,Additional heart rate - an indicator of psychological activation,<title>Additional heart rate - an indicator of psychological activation</title>
1974,Psychophysiologic causes of flight accidents and safety measures in transport aviation (Russian),<title>Psychophysiologic causes of flight accidents and safety measures in transport aviation (Russian)</title>
1974,Formation of special habits to actions in a complicated situation; Formirovanie spetsial'nykh navykov k deistviiam v uslozhennoǐ obstanovke,<title>Formation of special habits to actions in a complicated situation; Formirovanie spetsial'nykh navykov k deistviiam v uslozhennoǐ obstanovke</title>
1974,Personality makeup of the American air traffic controller,<title>Personality makeup of the American air traffic controller</title>
1974,Personality differences between male and female air traffic controller applicants,<title>Personality differences between male and female air traffic controller applicants</title>
1974,The human factor in aircraft accidents; IL FATTORE UMANO NEGLI INCIDENTI DI VOLO,<title>The human factor in aircraft accidents; IL FATTORE UMANO NEGLI INCIDENTI DI VOLO</title>
1974,Psychological problems of adaptation and maladaptation to service in air forces (Polish),<title>Psychological problems of adaptation and maladaptation to service in air forces (Polish)</title>
1974,Comments on the psychologic selection of flying personnel in military aviation; REFLEXIONS SUR LA SELECTION PSYCHOLOGIQUE DU PERSONNEL NAVIGANT DE L'AERONAUTIQUE MILITAIRE,<title>Comments on the psychologic selection of flying personnel in military aviation; REFLEXIONS SUR LA SELECTION PSYCHOLOGIQUE DU PERSONNEL NAVIGANT DE L'AERONAUTIQUE MILITAIRE</title>
1974,Adjustment and maladjustment among basic flying course trainees - b ADAPTATION ET INADAPTATION EN ECOLE ELEMENTAIRE DE PILOTAGE,<title>Adjustment and maladjustment among basic flying course trainees - b ADAPTATION ET INADAPTATION EN ECOLE ELEMENTAIRE DE PILOTAGE</title>
1973,Personality factors affecting motivation and selection for flying and continued flight proficiency,<title>Personality factors affecting motivation and selection for flying and continued flight proficiency</title>
1973,Problem of body reactivity in aviation medicine; Problema reaktivnosti organizma v aviatsionnoǐ meditsine.,<title>Problem of body reactivity in aviation medicine; Problema reaktivnosti organizma v aviatsionnoǐ meditsine.</title>
1973,Experimental evaluation of annoyance and nuisance related to sleep disturbances by aircraft and traffic noises; EVALUATION EXPERIMENTALE DE LA GENE ET DE LA NUISANCE DES PERTURBATIONS DU SOMMEIL PAR DIVERS BRUITS DE CIRCULATION AUTOMOBILE ET AERIENNE,<title>Experimental evaluation of annoyance and nuisance related to sleep disturbances by aircraft and traffic noises; EVALUATION EXPERIMENTALE DE LA GENE ET DE LA NUISANCE DES PERTURBATIONS DU SOMMEIL PAR DIVERS BRUITS DE CIRCULATION AUTOMOBILE ET AERIENNE</title>
1973,EEG and psychology in aviation; EEG E PSICOLOGIA EM AVIACAO,<title>EEG and psychology in aviation; EEG E PSICOLOGIA EM AVIACAO</title>
