year,country,title,doc,topic
2013,United States,Using System-Wide Trust Theory to Reveal the Contagion Effects of Automation False Alarms and Misses on Compliance and Reliance in a Simulated Aviation Task,<title>Using System-Wide Trust Theory to Reveal the Contagion Effects of Automation False Alarms and Misses on Compliance and Reliance in a Simulated Aviation Task</title>,86
2013,United States,Pilot-ATC Communication Conflicts: Implications for NextGen,<title>Pilot-ATC Communication Conflicts: Implications for NextGen</title>,173
2013,Canada,"Investigating the Validity of Previous Flying Experience, Both Actual and Simulated, in Predicting Initial and Advanced Military Pilot Training Performance","<title>Investigating the Validity of Previous Flying Experience, Both Actual and Simulated, in Predicting Initial and Advanced Military Pilot Training Performance</title>",-1
2013,French Southern Territories - United States,Safety Versus Passenger Service: The Flight Attendants' Dilemma,<title>Safety Versus Passenger Service: The Flight Attendants' Dilemma</title>,111
2013,France,Effects of an Automated Conflict Solver on the Visual Activity of Air Traffic Controllers,<title>Effects of an Automated Conflict Solver on the Visual Activity of Air Traffic Controllers</title>,-1
2013,Canada - Switzerland,Airport Security Screener Competency: A Cross-Sectional and Longitudinal Analysis,<title>Airport Security Screener Competency: A Cross-Sectional and Longitudinal Analysis</title>,-1
2013,United States,Effect of HFACS and Non-HFACS-Related Factors on Fatalities in General Aviation Accidents Using Neural Networks,<title>Effect of HFACS and Non-HFACS-Related Factors on Fatalities in General Aviation Accidents Using Neural Networks</title>,43
2013,Portugal,"Selection of Air Force Pilot Candidates: A Case Study on the Predictive Accuracy of Discriminant Analysis, Logistic Regression, and Four Neural Network Types","<title>Selection of Air Force Pilot Candidates: A Case Study on the Predictive Accuracy of Discriminant Analysis, Logistic Regression, and Four Neural Network Types</title>",163
2013,Australia,"Experience, Competence, or Syllabus? Influences on Flight Hours at Licensing of Commercial Pilots","<title>Experience, Competence, or Syllabus? Influences on Flight Hours at Licensing of Commercial Pilots</title>",202
2013,Ireland - Spain,"Understanding and Improving Flight Crew Performance of the Preflight, Flight Planning, and Briefing Task","<title>Understanding and Improving Flight Crew Performance of the Preflight, Flight Planning, and Briefing Task</title>",192
2013,"Korea, Republic of",Attitude Indicator Design and Reference Frame Effects on Unusual Attitude Recoveries,<title>Attitude Indicator Design and Reference Frame Effects on Unusual Attitude Recoveries</title>,36
2013,India,Risk Perception and Safety Attitudes in Indian Army Aviators,<title>Risk Perception and Safety Attitudes in Indian Army Aviators</title>,50
2013,United States,Measuring the Impact of NextGen Operating Concepts for Separation Assurance on Pilot Situation Awareness and Workload,<title>Measuring the Impact of NextGen Operating Concepts for Separation Assurance on Pilot Situation Awareness and Workload</title>,-1
2012,United States,Pilots as Weather Briefers: The Direct Use of Aviation Weather Products by General Aviation Pilots,<title>Pilots as Weather Briefers: The Direct Use of Aviation Weather Products by General Aviation Pilots</title>,8
2012,United States,Measurement and Modeling of Display Clutter in Advanced Flight Deck Technologies,<title>Measurement and Modeling of Display Clutter in Advanced Flight Deck Technologies</title>,193
2012,United States,An Accessible Cognitive Modeling Tool for Evaluation of Pilot-Automation Interaction,<title>An Accessible Cognitive Modeling Tool for Evaluation of Pilot-Automation Interaction</title>,-1
2012,United States,Using Model Checking to Explore Checklist-Guided Pilot Behavior,<title>Using Model Checking to Explore Checklist-Guided Pilot Behavior</title>,-1
2012,United States,Conflict Resolution Maneuvers in Air Traffic Control: Investigation of Operational Data,<title>Conflict Resolution Maneuvers in Air Traffic Control: Investigation of Operational Data</title>,14
2012,France,Cognitive-Adaptation Training for Improving Performance and Stress Management of Air Force Pilots,<title>Cognitive-Adaptation Training for Improving Performance and Stress Management of Air Force Pilots</title>,-1
2012,Australia,Evaluation of a Virtual Reality Parachute Training Simulator: Assessing Learning in an Off-Course Augmented Feedback Training Schedule,<title>Evaluation of a Virtual Reality Parachute Training Simulator: Assessing Learning in an Off-Course Augmented Feedback Training Schedule</title>,47
2012,United States,The Effects of Spatial Disorientation on Cognitive Processing,<title>The Effects of Spatial Disorientation on Cognitive Processing</title>,4
2012,United States,Safety Locus of Control and Accident Involvement Among Army Aviators,<title>Safety Locus of Control and Accident Involvement Among Army Aviators</title>,50
2012,Netherlands,Training Effectiveness of Whole Body Flight Simulator Motion: A Comprehensive Meta-Analysis,<title>Training Effectiveness of Whole Body Flight Simulator Motion: A Comprehensive Meta-Analysis</title>,47
2012,"Korea, Republic of",The Need of Leader-Subordinate Reciprocal Dyadic Trust to Build the Subordinate's Trust in the Organization: The Case of Korean Air Pilots,<title>The Need of Leader-Subordinate Reciprocal Dyadic Trust to Build the Subordinate's Trust in the Organization: The Case of Korean Air Pilots</title>,3
2012,United States,The Effects of Scenario-Based Training on Pilots' Use of an Emergency Whole-Plane Parachute,<title>The Effects of Scenario-Based Training on Pilots' Use of an Emergency Whole-Plane Parachute</title>,41
2012,Netherlands,"The Influence of Automation Support on Performance, Workload, and Situation Awareness of Air Traffic Controllers","<title>The Influence of Automation Support on Performance, Workload, and Situation Awareness of Air Traffic Controllers</title>",-1
2012,United States,Time to Solo as a Predictor of Performance in Civilian Flight Training,<title>Time to Solo as a Predictor of Performance in Civilian Flight Training</title>,38
2012,Greece,Refresher Training for Air Traffic Controllers: Is It Adequate to Meet the Challenges of Emergencies and Abnormal Situations?,<title>Refresher Training for Air Traffic Controllers: Is It Adequate to Meet the Challenges of Emergencies and Abnormal Situations?</title>,90
2012,France - Netherlands,Using Item Response Theory to Evaluate Measurement Precision of Selection Tests at the French Pilot Training,<title>Using Item Response Theory to Evaluate Measurement Precision of Selection Tests at the French Pilot Training</title>,-1
2012,Netherlands,Eye Movements as an Indicator of Situation Awareness in a Flight Simulator Experiment,<title>Eye Movements as an Indicator of Situation Awareness in a Flight Simulator Experiment</title>,64
2012,New Zealand,Effects of Pilot Experience on Recall of Information From Graphical Weather Displays,<title>Effects of Pilot Experience on Recall of Information From Graphical Weather Displays</title>,8
2012,"Taiwan, Province of China",Burnout and Work Engagement Among Cabin Crew: Antecedents and Consequences,<title>Burnout and Work Engagement Among Cabin Crew: Antecedents and Consequences</title>,60
2011,United States,Variance as a measure of performance in an aviation context,<title>Variance as a measure of performance in an aviation context</title>,72
2011,Australia - France,Individual differences in the effect of vertical separation on conflict detection in air traffic control,<title>Individual differences in the effect of vertical separation on conflict detection in air traffic control</title>,14
2011,United States,Complementary information distribution to improve team performance in military helicopter operations: An experimental study,<title>Complementary information distribution to improve team performance in military helicopter operations: An experimental study</title>,-1
2011,Ireland,Assessing the effectiveness of bridge resource management training,<title>Assessing the effectiveness of bridge resource management training</title>,20
2011,Austria - Germany,Recovery training in simulator improves performance and psychophysiological state of pilots during simulated and real visual flight rules flight,<title>Recovery training in simulator improves performance and psychophysiological state of pilots during simulated and real visual flight rules flight</title>,4
2011,Netherlands,A coherent impression of the pilots' situation awareness: Studying relevant human factors tools,<title>A coherent impression of the pilots' situation awareness: Studying relevant human factors tools</title>,44
2011,United States,Performance of helicopter pilots during inadvertent flight into instrument meteorological conditions,<title>Performance of helicopter pilots during inadvertent flight into instrument meteorological conditions</title>,-1
2011,Australia - United States,Distributed mission operations within-simulator training effectiveness,<title>Distributed mission operations within-simulator training effectiveness</title>,-1
2011,United States,Dietary effects on cognition and pilots' flight performance,<title>Dietary effects on cognition and pilots' flight performance</title>,122
2011,Canada,Online single-pilot resource management: Assessing the feasibility of computer-based safety training,<title>Online single-pilot resource management: Assessing the feasibility of computer-based safety training</title>,20
2011,United States,Hazardous events and accident involvement by military and civilian pilots,<title>Hazardous events and accident involvement by military and civilian pilots</title>,-1
2011,Singapore - United States,Prediction in situation awareness: Confidence bias and underlying cognitiv abilities,<title>Prediction in situation awareness: Confidence bias and underlying cognitiv abilities</title>,167
2011,United States,Introducing a subject matter expert-based utility analysis approach to assessing the utility of organizational interventions such as crew resource management training,<title>Introducing a subject matter expert-based utility analysis approach to assessing the utility of organizational interventions such as crew resource management training</title>,20
2011,Austria - Germany,The Importance of motion cues in spatial disorientation training for VFR-pilots,<title>The Importance of motion cues in spatial disorientation training for VFR-pilots</title>,4
